f_1,f_2,f_3,a_1,a_2
29.707,-23.582,5.777,-0.448,-0.261
29.531,-23.611,5.77,-0.447,-0.262
29.355,-23.638,5.762,-0.447,-0.263
29.179,-23.663,5.752,-0.447,-0.264
29.005,-23.688,5.741,-0.447,-0.265
28.834,-23.712,5.728,-0.447,-0.265
28.666,-23.735,5.713,-0.447,-0.266
28.502,-23.758,5.697,-0.448,-0.266
28.342,-23.78,5.68,-0.448,-0.266
28.186,-23.801,5.661,-0.448,-0.266
28.036,-23.822,5.641,-0.449,-0.266
27.89,-23.842,5.62,-0.449,-0.265
27.749,-23.862,5.598,-0.45,-0.265
27.613,-23.88,5.576,-0.45,-0.265
27.482,-23.898,5.553,-0.451,-0.265
27.356,-23.915,5.529,-0.451,-0.264
27.236,-23.931,5.506,-0.452,-0.264
27.12,-23.947,5.482,-0.452,-0.263
27.01,-23.961,5.458,-0.453,-0.263
26.904,-23.974,5.434,-0.453,-0.263
26.804,-23.987,5.411,-0.454,-0.262
26.708,-23.998,5.387,-0.454,-0.262
26.617,-24.009,5.364,-0.455,-0.261
26.531,-24.018,5.341,-0.455,-0.261
26.449,-24.027,5.318,-0.456,-0.26
26.372,-24.035,5.296,-0.456,-0.26
26.299,-24.042,5.274,-0.457,-0.259
26.23,-24.048,5.253,-0.457,-0.259
26.164,-24.053,5.232,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.225
-70.0,-70.0,-50.0,-1.571,-0.83
-21.3,-58.171,14.178,-1.455,1.571
-9.936,-41.363,14.55,-1.233,1.571
1.389,-30.327,13.405,-1.031,1.181
11.187,-24.882,11.98,-0.892,0.82
18.381,-22.32,10.604,-0.79,0.515
23.156,-21.358,9.407,-0.709,0.279
26.18,-21.249,8.427,-0.644,0.11
28.063,-21.521,7.659,-0.592,-0.006
29.226,-21.909,7.08,-0.553,-0.084
29.931,-22.285,6.658,-0.524,-0.137
30.342,-22.602,6.36,-0.503,-0.173
30.558,-22.851,6.156,-0.487,-0.198
30.646,-23.04,6.019,-0.475,-0.215
30.646,-23.182,5.929,-0.467,-0.228
30.586,-23.288,5.872,-0.461,-0.237
30.485,-23.368,5.837,-0.457,-0.244
30.356,-23.429,5.815,-0.454,-0.249
30.207,-23.479,5.801,-0.451,-0.253
30.047,-23.519,5.792,-0.45,-0.256
29.878,-23.554,5.786,-0.449,-0.259
29.704,-23.585,5.779,-0.448,-0.261
29.528,-23.614,5.772,-0.447,-0.262
29.352,-23.64,5.764,-0.447,-0.263
29.176,-23.666,5.754,-0.447,-0.264
29.003,-23.69,5.743,-0.447,-0.265
28.832,-23.714,5.73,-0.447,-0.265
28.664,-23.737,5.715,-0.447,-0.265
28.5,-23.76,5.699,-0.448,-0.266
28.34,-23.782,5.682,-0.448,-0.266
28.185,-23.803,5.663,-0.448,-0.266
28.034,-23.824,5.643,-0.449,-0.266
27.888,-23.844,5.622,-0.449,-0.265
27.747,-23.863,5.6,-0.45,-0.265
27.611,-23.882,5.577,-0.45,-0.265
27.48,-23.9,5.554,-0.451,-0.265
27.355,-23.916,5.531,-0.451,-0.264
27.234,-23.932,5.507,-0.452,-0.264
27.119,-23.948,5.484,-0.452,-0.263
27.009,-23.962,5.46,-0.453,-0.263
26.903,-23.975,5.436,-0.453,-0.262
26.803,-23.987,5.412,-0.454,-0.262
26.707,-23.999,5.389,-0.454,-0.262
26.616,-24.009,5.365,-0.455,-0.261
26.53,-24.019,5.342,-0.455,-0.261
26.448,-24.028,5.32,-0.456,-0.26
26.371,-24.035,5.297,-0.456,-0.26
26.298,-24.042,5.275,-0.457,-0.259
26.229,-24.048,5.254,-0.457,-0.259
26.164,-24.053,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.225
-70.0,-70.0,-50.0,-1.571,-0.83
-21.304,-58.163,14.179,-1.455,1.571
-9.94,-41.356,14.55,-1.232,1.571
1.384,-30.323,13.404,-1.031,1.182
11.183,-24.879,11.98,-0.892,0.82
18.377,-22.317,10.605,-0.79,0.515
23.154,-21.356,9.408,-0.709,0.279
26.178,-21.247,8.428,-0.644,0.11
28.062,-21.52,7.66,-0.592,-0.006
29.225,-21.908,7.081,-0.553,-0.084
29.93,-22.284,6.659,-0.524,-0.137
30.341,-22.601,6.362,-0.503,-0.173
30.558,-22.851,6.157,-0.487,-0.198
30.645,-23.04,6.02,-0.475,-0.215
30.645,-23.182,5.931,-0.467,-0.228
30.585,-23.288,5.874,-0.461,-0.237
30.484,-23.368,5.838,-0.457,-0.244
30.355,-23.43,5.816,-0.454,-0.249
30.207,-23.479,5.803,-0.451,-0.253
30.046,-23.52,5.794,-0.45,-0.256
29.878,-23.554,5.787,-0.449,-0.259
29.704,-23.585,5.78,-0.448,-0.261
29.528,-23.614,5.773,-0.447,-0.262
29.352,-23.64,5.765,-0.447,-0.263
29.176,-23.666,5.756,-0.447,-0.264
29.002,-23.69,5.744,-0.447,-0.265
28.831,-23.714,5.731,-0.447,-0.265
28.663,-23.737,5.716,-0.447,-0.265
28.499,-23.76,5.7,-0.448,-0.266
28.34,-23.782,5.682,-0.448,-0.266
28.184,-23.803,5.664,-0.448,-0.266
28.033,-23.824,5.644,-0.449,-0.266
27.888,-23.844,5.622,-0.449,-0.265
27.747,-23.863,5.601,-0.45,-0.265
27.611,-23.882,5.578,-0.45,-0.265
27.48,-23.899,5.555,-0.451,-0.265
27.354,-23.916,5.532,-0.451,-0.264
27.234,-23.932,5.508,-0.452,-0.264
27.118,-23.947,5.484,-0.452,-0.263
27.008,-23.961,5.461,-0.453,-0.263
26.903,-23.975,5.437,-0.453,-0.262
26.802,-23.987,5.413,-0.454,-0.262
26.707,-23.998,5.389,-0.454,-0.262
26.616,-24.009,5.366,-0.455,-0.261
26.53,-24.019,5.343,-0.455,-0.261
26.448,-24.027,5.32,-0.456,-0.26
26.37,-24.035,5.298,-0.456,-0.26
26.297,-24.042,5.276,-0.457,-0.259
26.228,-24.048,5.255,-0.457,-0.259
26.163,-24.053,5.234,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.306,-58.158,14.179,-1.455,1.571
-9.943,-41.352,14.549,-1.232,1.571
1.381,-30.321,13.404,-1.031,1.182
11.18,-24.877,11.98,-0.892,0.82
18.375,-22.315,10.605,-0.79,0.515
23.152,-21.354,9.409,-0.709,0.279
26.177,-21.246,8.429,-0.644,0.11
28.061,-21.518,7.661,-0.592,-0.006
29.224,-21.906,7.082,-0.553,-0.084
29.93,-22.283,6.66,-0.524,-0.137
30.341,-22.6,6.362,-0.503,-0.173
30.558,-22.85,6.158,-0.487,-0.198
30.645,-23.039,6.021,-0.475,-0.215
30.645,-23.181,5.931,-0.467,-0.228
30.585,-23.287,5.874,-0.461,-0.237
30.484,-23.367,5.839,-0.457,-0.244
30.355,-23.429,5.817,-0.454,-0.249
30.207,-23.478,5.803,-0.451,-0.253
30.046,-23.519,5.794,-0.45,-0.256
29.877,-23.554,5.787,-0.449,-0.259
29.704,-23.585,5.781,-0.448,-0.261
29.528,-23.613,5.774,-0.447,-0.262
29.351,-23.64,5.766,-0.447,-0.263
29.176,-23.665,5.756,-0.447,-0.264
29.002,-23.69,5.745,-0.447,-0.265
28.831,-23.713,5.731,-0.447,-0.265
28.663,-23.736,5.717,-0.447,-0.266
28.499,-23.759,5.7,-0.448,-0.266
28.339,-23.781,5.683,-0.448,-0.266
28.183,-23.802,5.664,-0.448,-0.266
28.033,-23.823,5.644,-0.449,-0.266
27.887,-23.843,5.623,-0.449,-0.265
27.746,-23.862,5.601,-0.45,-0.265
27.61,-23.881,5.578,-0.45,-0.265
27.479,-23.899,5.555,-0.451,-0.265
27.354,-23.915,5.532,-0.451,-0.264
27.233,-23.931,5.508,-0.452,-0.264
27.118,-23.947,5.485,-0.452,-0.263
27.007,-23.961,5.461,-0.453,-0.263
26.902,-23.974,5.437,-0.453,-0.262
26.801,-23.986,5.413,-0.454,-0.262
26.706,-23.998,5.389,-0.454,-0.262
26.615,-24.008,5.366,-0.455,-0.261
26.529,-24.018,5.343,-0.455,-0.261
26.447,-24.027,5.32,-0.456,-0.26
26.369,-24.034,5.298,-0.456,-0.26
26.296,-24.041,5.276,-0.457,-0.259
26.227,-24.047,5.255,-0.457,-0.259
26.162,-24.052,5.234,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.309,-58.156,14.179,-1.455,1.571
-9.946,-41.35,14.549,-1.232,1.571
1.379,-30.32,13.403,-1.031,1.182
11.177,-24.877,11.979,-0.892,0.82
18.373,-22.314,10.605,-0.79,0.515
23.15,-21.353,9.409,-0.709,0.279
26.176,-21.244,8.429,-0.644,0.11
28.06,-21.517,7.661,-0.592,-0.006
29.223,-21.905,7.082,-0.553,-0.084
29.929,-22.282,6.66,-0.524,-0.137
30.34,-22.599,6.363,-0.503,-0.173
30.557,-22.849,6.158,-0.487,-0.198
30.645,-23.039,6.021,-0.475,-0.215
30.645,-23.18,5.932,-0.467,-0.228
30.585,-23.286,5.875,-0.461,-0.237
30.484,-23.366,5.839,-0.457,-0.244
30.354,-23.428,5.817,-0.454,-0.249
30.206,-23.478,5.803,-0.451,-0.253
30.046,-23.518,5.794,-0.45,-0.256
29.877,-23.553,5.787,-0.449,-0.259
29.703,-23.584,5.781,-0.448,-0.261
29.527,-23.612,5.774,-0.447,-0.262
29.351,-23.639,5.766,-0.447,-0.263
29.175,-23.665,5.756,-0.447,-0.264
29.001,-23.689,5.745,-0.447,-0.265
28.83,-23.713,5.732,-0.447,-0.265
28.662,-23.736,5.717,-0.447,-0.266
28.498,-23.758,5.701,-0.448,-0.266
28.338,-23.78,5.683,-0.448,-0.266
28.183,-23.802,5.664,-0.448,-0.266
28.032,-23.822,5.644,-0.449,-0.266
27.886,-23.842,5.623,-0.449,-0.265
27.745,-23.862,5.601,-0.45,-0.265
27.609,-23.88,5.579,-0.45,-0.265
27.478,-23.898,5.555,-0.451,-0.265
27.353,-23.915,5.532,-0.451,-0.264
27.232,-23.931,5.508,-0.452,-0.264
27.117,-23.946,5.485,-0.452,-0.263
27.006,-23.96,5.461,-0.453,-0.263
26.901,-23.973,5.437,-0.453,-0.263
26.801,-23.986,5.413,-0.454,-0.262
26.705,-23.997,5.389,-0.454,-0.262
26.614,-24.008,5.366,-0.455,-0.261
26.528,-24.017,5.343,-0.455,-0.261
26.446,-24.026,5.32,-0.456,-0.26
26.369,-24.034,5.298,-0.456,-0.26
26.296,-24.041,5.276,-0.457,-0.259
26.226,-24.047,5.255,-0.457,-0.259
26.161,-24.052,5.234,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.31,-58.155,14.179,-1.455,1.571
-9.948,-41.35,14.548,-1.232,1.571
1.377,-30.32,13.403,-1.031,1.182
11.176,-24.876,11.979,-0.892,0.82
18.371,-22.314,10.605,-0.79,0.515
23.149,-21.352,9.409,-0.709,0.279
26.175,-21.243,8.429,-0.644,0.11
28.059,-21.516,7.661,-0.592,-0.006
29.223,-21.904,7.082,-0.553,-0.084
29.929,-22.281,6.661,-0.524,-0.137
30.34,-22.598,6.363,-0.503,-0.173
30.557,-22.848,6.158,-0.487,-0.198
30.644,-23.038,6.021,-0.475,-0.215
30.644,-23.18,5.932,-0.467,-0.228
30.584,-23.286,5.875,-0.461,-0.237
30.483,-23.366,5.839,-0.457,-0.244
30.354,-23.428,5.817,-0.454,-0.249
30.206,-23.477,5.803,-0.451,-0.253
30.045,-23.518,5.794,-0.45,-0.256
29.876,-23.552,5.787,-0.449,-0.259
29.703,-23.583,5.781,-0.448,-0.261
29.527,-23.612,5.774,-0.447,-0.262
29.35,-23.639,5.766,-0.447,-0.263
29.174,-23.664,5.756,-0.447,-0.264
29.001,-23.688,5.745,-0.447,-0.265
28.829,-23.712,5.732,-0.447,-0.265
28.662,-23.735,5.717,-0.447,-0.266
28.498,-23.758,5.701,-0.448,-0.266
28.338,-23.78,5.683,-0.448,-0.266
28.182,-23.801,5.664,-0.448,-0.266
28.031,-23.822,5.644,-0.449,-0.266
27.885,-23.842,5.623,-0.449,-0.265
27.745,-23.861,5.601,-0.45,-0.265
27.609,-23.88,5.578,-0.45,-0.265
27.478,-23.897,5.555,-0.451,-0.265
27.352,-23.914,5.532,-0.451,-0.264
27.232,-23.93,5.508,-0.452,-0.264
27.116,-23.945,5.485,-0.452,-0.263
27.006,-23.96,5.461,-0.453,-0.263
26.9,-23.973,5.437,-0.453,-0.263
26.8,-23.985,5.413,-0.454,-0.262
26.704,-23.997,5.389,-0.454,-0.262
26.614,-24.007,5.366,-0.455,-0.261
26.527,-24.017,5.343,-0.455,-0.261
26.445,-24.025,5.32,-0.456,-0.26
26.368,-24.033,5.298,-0.456,-0.26
26.295,-24.04,5.276,-0.457,-0.259
26.226,-24.046,5.255,-0.457,-0.259
26.161,-24.051,5.234,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.312,-58.154,14.178,-1.455,1.571
-9.949,-41.349,14.548,-1.232,1.571
1.375,-30.32,13.402,-1.031,1.182
11.174,-24.876,11.979,-0.892,0.82
18.37,-22.313,10.604,-0.79,0.515
23.148,-21.351,9.409,-0.709,0.279
26.174,-21.243,8.429,-0.644,0.11
28.059,-21.515,7.661,-0.592,-0.006
29.222,-21.904,7.082,-0.553,-0.084
29.928,-22.28,6.661,-0.524,-0.137
30.34,-22.598,6.363,-0.503,-0.173
30.557,-22.848,6.158,-0.487,-0.198
30.644,-23.037,6.021,-0.475,-0.215
30.644,-23.179,5.932,-0.467,-0.228
30.584,-23.285,5.875,-0.461,-0.237
30.483,-23.365,5.839,-0.457,-0.244
30.354,-23.427,5.817,-0.454,-0.249
30.206,-23.476,5.803,-0.451,-0.253
30.045,-23.517,5.794,-0.45,-0.256
29.876,-23.552,5.787,-0.449,-0.259
29.702,-23.583,5.781,-0.448,-0.261
29.526,-23.611,5.774,-0.447,-0.262
29.35,-23.638,5.766,-0.447,-0.263
29.174,-23.663,5.756,-0.447,-0.264
29.0,-23.688,5.745,-0.447,-0.265
28.829,-23.712,5.732,-0.447,-0.265
28.661,-23.735,5.717,-0.447,-0.266
28.497,-23.757,5.701,-0.448,-0.266
28.337,-23.779,5.683,-0.448,-0.266
28.182,-23.801,5.664,-0.448,-0.266
28.031,-23.821,5.644,-0.449,-0.266
27.885,-23.842,5.623,-0.449,-0.266
27.744,-23.861,5.601,-0.45,-0.265
27.608,-23.879,5.578,-0.45,-0.265
27.477,-23.897,5.555,-0.451,-0.265
27.352,-23.914,5.532,-0.451,-0.264
27.231,-23.93,5.508,-0.452,-0.264
27.116,-23.945,5.484,-0.452,-0.263
27.005,-23.959,5.461,-0.453,-0.263
26.9,-23.973,5.437,-0.453,-0.263
26.8,-23.985,5.413,-0.454,-0.262
26.704,-23.996,5.389,-0.454,-0.262
26.613,-24.007,5.366,-0.455,-0.261
26.527,-24.016,5.343,-0.455,-0.261
26.445,-24.025,5.32,-0.456,-0.26
26.368,-24.033,5.298,-0.456,-0.26
26.294,-24.04,5.276,-0.457,-0.259
26.225,-24.046,5.254,-0.457,-0.259
26.16,-24.051,5.234,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.313,-58.154,14.178,-1.455,1.571
-9.95,-41.349,14.547,-1.232,1.571
1.374,-30.32,13.402,-1.031,1.182
11.173,-24.876,11.978,-0.892,0.82
18.369,-22.313,10.604,-0.79,0.515
23.147,-21.351,9.409,-0.709,0.28
26.174,-21.242,8.429,-0.644,0.11
28.058,-21.515,7.661,-0.592,-0.006
29.222,-21.903,7.082,-0.553,-0.084
29.928,-22.28,6.661,-0.524,-0.137
30.339,-22.597,6.363,-0.503,-0.173
30.556,-22.847,6.158,-0.487,-0.198
30.644,-23.037,6.021,-0.475,-0.215
30.644,-23.179,5.932,-0.467,-0.228
30.584,-23.285,5.875,-0.461,-0.237
30.483,-23.365,5.839,-0.457,-0.244
30.353,-23.427,5.817,-0.454,-0.249
30.205,-23.476,5.803,-0.451,-0.253
30.045,-23.517,5.794,-0.45,-0.256
29.876,-23.552,5.787,-0.449,-0.259
29.702,-23.583,5.781,-0.448,-0.261
29.526,-23.611,5.774,-0.447,-0.262
29.349,-23.638,5.766,-0.447,-0.263
29.174,-23.663,5.756,-0.447,-0.264
29.0,-23.688,5.745,-0.447,-0.265
28.829,-23.711,5.732,-0.447,-0.265
28.661,-23.735,5.717,-0.447,-0.266
28.497,-23.757,5.7,-0.448,-0.266
28.337,-23.779,5.683,-0.448,-0.266
28.181,-23.8,5.664,-0.448,-0.266
28.031,-23.821,5.644,-0.449,-0.266
27.885,-23.841,5.623,-0.449,-0.266
27.744,-23.861,5.601,-0.45,-0.265
27.608,-23.879,5.578,-0.45,-0.265
27.477,-23.897,5.555,-0.451,-0.265
27.351,-23.914,5.532,-0.451,-0.264
27.231,-23.93,5.508,-0.452,-0.264
27.115,-23.945,5.484,-0.452,-0.263
27.005,-23.959,5.461,-0.453,-0.263
26.9,-23.972,5.437,-0.453,-0.263
26.799,-23.985,5.413,-0.454,-0.262
26.704,-23.996,5.389,-0.454,-0.262
26.613,-24.007,5.366,-0.455,-0.261
26.526,-24.016,5.343,-0.455,-0.261
26.445,-24.025,5.32,-0.456,-0.26
26.367,-24.033,5.298,-0.456,-0.26
26.294,-24.04,5.276,-0.457,-0.259
26.225,-24.046,5.254,-0.457,-0.259
26.16,-24.051,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.313,-58.153,14.178,-1.455,1.571
-9.951,-41.349,14.547,-1.232,1.571
1.373,-30.32,13.402,-1.031,1.182
11.172,-24.876,11.978,-0.892,0.82
18.369,-22.313,10.604,-0.79,0.515
23.147,-21.351,9.409,-0.709,0.28
26.173,-21.242,8.429,-0.644,0.11
28.058,-21.515,7.661,-0.592,-0.006
29.222,-21.903,7.082,-0.553,-0.084
29.928,-22.279,6.661,-0.524,-0.137
30.339,-22.597,6.363,-0.503,-0.173
30.556,-22.847,6.158,-0.487,-0.198
30.644,-23.036,6.021,-0.475,-0.215
30.643,-23.178,5.932,-0.467,-0.228
30.583,-23.284,5.875,-0.461,-0.237
30.482,-23.364,5.839,-0.457,-0.244
30.353,-23.426,5.817,-0.454,-0.249
30.205,-23.476,5.803,-0.451,-0.253
30.044,-23.516,5.794,-0.45,-0.256
29.875,-23.551,5.787,-0.449,-0.259
29.702,-23.582,5.781,-0.448,-0.261
29.526,-23.611,5.774,-0.447,-0.262
29.349,-23.637,5.766,-0.447,-0.263
29.174,-23.663,5.756,-0.447,-0.264
29.0,-23.687,5.745,-0.447,-0.265
28.829,-23.711,5.731,-0.447,-0.265
28.661,-23.734,5.717,-0.447,-0.266
28.497,-23.757,5.7,-0.448,-0.266
28.337,-23.779,5.683,-0.448,-0.266
28.181,-23.8,5.664,-0.448,-0.266
28.03,-23.821,5.644,-0.449,-0.266
27.884,-23.841,5.623,-0.449,-0.266
27.743,-23.86,5.601,-0.45,-0.265
27.608,-23.879,5.578,-0.45,-0.265
27.477,-23.897,5.555,-0.451,-0.265
27.351,-23.913,5.532,-0.451,-0.264
27.231,-23.93,5.508,-0.452,-0.264
27.115,-23.945,5.484,-0.452,-0.263
27.005,-23.959,5.46,-0.453,-0.263
26.899,-23.972,5.437,-0.453,-0.263
26.799,-23.985,5.413,-0.454,-0.262
26.703,-23.996,5.389,-0.454,-0.262
26.612,-24.006,5.366,-0.455,-0.261
26.526,-24.016,5.343,-0.455,-0.261
26.444,-24.025,5.32,-0.456,-0.26
26.367,-24.032,5.298,-0.456,-0.26
26.294,-24.039,5.276,-0.457,-0.259
26.225,-24.045,5.254,-0.457,-0.259
26.16,-24.05,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.314,-58.153,14.178,-1.455,1.571
-9.952,-41.349,14.547,-1.232,1.571
1.373,-30.32,13.402,-1.031,1.182
11.172,-24.876,11.978,-0.892,0.82
18.368,-22.313,10.604,-0.79,0.515
23.147,-21.351,9.409,-0.709,0.28
26.173,-21.242,8.429,-0.644,0.11
28.058,-21.514,7.661,-0.592,-0.006
29.222,-21.903,7.082,-0.553,-0.084
29.928,-22.279,6.661,-0.524,-0.137
30.339,-22.597,6.363,-0.503,-0.173
30.556,-22.847,6.158,-0.487,-0.198
30.644,-23.036,6.021,-0.475,-0.215
30.643,-23.178,5.932,-0.467,-0.228
30.583,-23.284,5.875,-0.461,-0.237
30.482,-23.364,5.839,-0.457,-0.244
30.353,-23.426,5.817,-0.454,-0.249
30.205,-23.475,5.803,-0.451,-0.253
30.044,-23.516,5.794,-0.45,-0.256
29.875,-23.551,5.787,-0.449,-0.259
29.702,-23.582,5.781,-0.448,-0.261
29.526,-23.611,5.774,-0.447,-0.262
29.349,-23.637,5.766,-0.447,-0.263
29.173,-23.663,5.756,-0.447,-0.264
29.0,-23.687,5.745,-0.447,-0.265
28.828,-23.711,5.731,-0.447,-0.265
28.66,-23.734,5.717,-0.447,-0.266
28.496,-23.757,5.7,-0.448,-0.266
28.336,-23.779,5.683,-0.448,-0.266
28.181,-23.8,5.664,-0.448,-0.266
28.03,-23.821,5.644,-0.449,-0.266
27.884,-23.841,5.623,-0.449,-0.266
27.743,-23.86,5.601,-0.45,-0.265
27.607,-23.879,5.578,-0.45,-0.265
27.477,-23.896,5.555,-0.451,-0.265
27.351,-23.913,5.532,-0.451,-0.264
27.23,-23.929,5.508,-0.452,-0.264
27.115,-23.945,5.484,-0.452,-0.263
27.005,-23.959,5.46,-0.453,-0.263
26.899,-23.972,5.437,-0.453,-0.263
26.799,-23.984,5.413,-0.454,-0.262
26.703,-23.996,5.389,-0.454,-0.262
26.612,-24.006,5.366,-0.455,-0.261
26.526,-24.016,5.343,-0.455,-0.261
26.444,-24.025,5.32,-0.456,-0.26
26.367,-24.032,5.298,-0.456,-0.26
26.294,-24.039,5.276,-0.457,-0.259
26.225,-24.045,5.254,-0.457,-0.259
26.16,-24.05,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.314,-58.153,14.178,-1.455,1.571
-9.952,-41.349,14.547,-1.232,1.571
1.372,-30.32,13.402,-1.031,1.182
11.172,-24.876,11.978,-0.892,0.82
18.368,-22.313,10.604,-0.79,0.515
23.146,-21.35,9.409,-0.709,0.28
26.173,-21.242,8.429,-0.644,0.11
28.058,-21.514,7.661,-0.592,-0.006
29.221,-21.902,7.082,-0.553,-0.084
29.928,-22.279,6.661,-0.524,-0.137
30.339,-22.596,6.363,-0.503,-0.173
30.556,-22.846,6.158,-0.487,-0.198
30.643,-23.036,6.021,-0.475,-0.215
30.643,-23.178,5.932,-0.467,-0.228
30.583,-23.284,5.875,-0.461,-0.237
30.482,-23.364,5.839,-0.457,-0.244
30.353,-23.426,5.817,-0.454,-0.249
30.205,-23.475,5.803,-0.451,-0.253
30.044,-23.516,5.794,-0.45,-0.256
29.875,-23.551,5.787,-0.449,-0.259
29.702,-23.582,5.781,-0.448,-0.261
29.526,-23.611,5.774,-0.447,-0.262
29.349,-23.637,5.766,-0.447,-0.263
29.173,-23.663,5.756,-0.447,-0.264
28.999,-23.687,5.745,-0.447,-0.265
28.828,-23.711,5.731,-0.447,-0.265
28.66,-23.734,5.717,-0.447,-0.266
28.496,-23.757,5.7,-0.448,-0.266
28.336,-23.779,5.683,-0.448,-0.266
28.181,-23.8,5.664,-0.448,-0.266
28.03,-23.821,5.644,-0.449,-0.266
27.884,-23.841,5.623,-0.449,-0.266
27.743,-23.86,5.601,-0.45,-0.265
27.607,-23.879,5.578,-0.45,-0.265
27.476,-23.896,5.555,-0.451,-0.265
27.351,-23.913,5.532,-0.451,-0.264
27.23,-23.929,5.508,-0.452,-0.264
27.115,-23.944,5.484,-0.452,-0.263
27.004,-23.959,5.46,-0.453,-0.263
26.899,-23.972,5.437,-0.453,-0.263
26.799,-23.984,5.413,-0.454,-0.262
26.703,-23.996,5.389,-0.454,-0.262
26.612,-24.006,5.366,-0.455,-0.261
26.526,-24.016,5.343,-0.455,-0.261
26.444,-24.025,5.32,-0.456,-0.26
26.367,-24.032,5.298,-0.456,-0.26
26.294,-24.039,5.276,-0.457,-0.259
26.224,-24.045,5.254,-0.457,-0.259
26.159,-24.05,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.314,-58.153,14.177,-1.455,1.571
-9.952,-41.349,14.547,-1.232,1.571
1.372,-30.32,13.401,-1.031,1.182
11.171,-24.876,11.978,-0.892,0.82
18.368,-22.313,10.604,-0.79,0.515
23.146,-21.35,9.409,-0.709,0.28
26.173,-21.242,8.429,-0.644,0.11
28.058,-21.514,7.661,-0.592,-0.006
29.221,-21.902,7.082,-0.553,-0.084
29.928,-22.279,6.661,-0.524,-0.137
30.339,-22.596,6.363,-0.503,-0.173
30.556,-22.846,6.158,-0.487,-0.198
30.643,-23.036,6.021,-0.475,-0.215
30.643,-23.178,5.932,-0.467,-0.228
30.583,-23.284,5.875,-0.461,-0.237
30.482,-23.364,5.839,-0.457,-0.244
30.353,-23.426,5.817,-0.454,-0.249
30.205,-23.475,5.803,-0.451,-0.253
30.044,-23.516,5.794,-0.45,-0.256
29.875,-23.551,5.787,-0.449,-0.259
29.701,-23.582,5.781,-0.448,-0.261
29.525,-23.61,5.774,-0.447,-0.262
29.349,-23.637,5.766,-0.447,-0.263
29.173,-23.662,5.756,-0.447,-0.264
28.999,-23.687,5.745,-0.447,-0.265
28.828,-23.711,5.731,-0.447,-0.265
28.66,-23.734,5.717,-0.447,-0.266
28.496,-23.757,5.7,-0.448,-0.266
28.336,-23.779,5.683,-0.448,-0.266
28.181,-23.8,5.664,-0.448,-0.266
28.03,-23.821,5.644,-0.449,-0.266
27.884,-23.841,5.623,-0.449,-0.266
27.743,-23.86,5.601,-0.45,-0.265
27.607,-23.879,5.578,-0.45,-0.265
27.476,-23.896,5.555,-0.451,-0.265
27.351,-23.913,5.532,-0.451,-0.264
27.23,-23.929,5.508,-0.452,-0.264
27.115,-23.944,5.484,-0.452,-0.263
27.004,-23.959,5.46,-0.453,-0.263
26.899,-23.972,5.437,-0.453,-0.263
26.799,-23.984,5.413,-0.454,-0.262
26.703,-23.996,5.389,-0.454,-0.262
26.612,-24.006,5.366,-0.455,-0.261
26.526,-24.016,5.343,-0.455,-0.261
26.444,-24.024,5.32,-0.456,-0.26
26.367,-24.032,5.298,-0.456,-0.26
26.293,-24.039,5.276,-0.457,-0.259
26.224,-24.045,5.254,-0.457,-0.259
26.159,-24.05,5.233,-0.458,-0.259
-70.0,-70.0,-50.0,-1.571,-1.224
-70.0,-70.0,-50.0,-1.571,-0.83
-21.315,-58.153,14.177,-1.455,1.571
-9.952,-41.349,14.547,-1.232,1.571
1.372,-30.32,13.401,-1.031,1.182
11.171,-24.876,11.978,-0.892,0.82
18.368,-22.313,10.604,-0.79,0.515
23.146,-21.35,9.409,-0.709,0.28
26.172,-21.241,8.429,-0.644,0.11
28.057,-21.514,7.661,-0.592,-0.006
29.221,-21.902,7.082,-0.553,-0.084
29.928,-22.279,6.661,-0.524,-0.137
30.339,-22.596,6.363,-0.503,-0.173
30.556,-22.846,6.158,-0.487,-0.198
30.643,-23.036,6.021,-0.475,-0.215
30.643,-23.178,5.932,-0.467,-0.228
30.583,-23.284,5.875,-0.461,-0.237
30.482,-23.364,5.839,-0.457,-0.244
