,x,y,psi,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde
0,792.5841253082309,545.8987391667804,0.41394517583971857,-91.36054580460002,22.22587626249826,0.0,-0.4110535280744468,0.0,0.0,23.21959018358491,-2.8307106802480595,0.5303004593060072
1,595.6185883943364,601.656046923208,-0.4904622341265695,126.06436086353477,-14.48278690182417,0.0,0.35366595783053245,0.0,0.0,66.69544495609988,-0.6796048172711937,-0.3741069506602808
2,769.9732799294601,581.5043073414553,-0.060935980046671,-66.67643529907384,-56.169038285870094,0.0,-0.2558879479058996,0.0,0.0,71.0058182610256,-2.1677834998186,0.055419303419617635
3,700.6721450913817,603.467053433474,-0.13245628160821965,9.102519865616223,-73.40790764454692,0.0,-0.11726530569042926,0.0,0.0,77.21090423117774,-1.3074148045394294,-0.016100998141931014
4,758.663891304768,592.2911779883048,0.6123810235881566,-84.09705172625416,-17.659843349484433,0.0,-0.40566113410691146,0.0,0.0,66.96646284778086,-2.621859027575245,0.7287363070544453
5,693.8971538358334,586.1226938757071,-0.679821342952716,40.342180574367866,-40.19804298160073,0.0,0.3315399360385232,0.0,0.0,57.76063254639849,-0.5053690549980843,-0.5634660594864274
6,664.650682335697,581.8711986241069,0.5716194685748648,1.397148931267786,-63.16933337879482,0.0,0.26605817763454265,0.0,0.0,44.93631953943193,-2.7080885477729733,0.6879747520411534
7,750.6915520506519,570.8108707721598,0.6543392771383874,-65.36447117831585,-1.9254612011549241,0.0,-0.4967778162819336,0.0,0.0,40.64316486966649,-2.7570869109244347,0.770694560604676
8,647.7356055197016,601.794376397346,0.592343079517661,2.9979435957784943,-89.15747934564949,0.0,0.004682696279820264,0.0,0.0,63.92558626185578,-2.6233918861903143,0.7086983629839496
9,781.0955608415892,583.1221563735515,0.6597694226672244,-96.94320525034081,7.337615290528795,0.0,-0.47422819223163026,0.0,0.0,58.626673509220566,-2.6761700324963353,0.776124706133513
10,706.1124285534362,553.7276863448882,-0.4644463793897083,5.3873194685090136,-24.39916714544509,0.0,-0.01709690843533207,0.0,0.0,26.653261978583956,-0.7551130068005887,-0.34809109592341964
11,784.8998699748444,597.3904086437884,-0.5393453221632075,-37.98114357828369,-101.85542813248522,0.0,-0.044907659278674794,0.0,0.0,82.86097188629246,-0.7307572222923112,-0.42299003869691887
12,678.9791763367908,569.6224057092068,-0.13137642380355785,26.095665354088183,-37.02294851982165,0.0,0.4532624898296936,0.0,0.0,42.43093441727485,-1.1340143017119932,-0.015021140337269215
13,726.5815432613051,552.8432950032767,0.3825647545875914,-33.37404685979524,-11.732896486495957,0.0,-0.33783606847297215,0.0,0.0,23.854818278779714,-2.8227836493553897,0.4989200380538801
14,586.5369274609366,552.9980794730053,-0.2445892775274907,115.7763002981087,4.6772703798904125,0.0,0.3252768100507618,0.0,0.0,14.774345623731126,-0.6430421549068793,-0.12823399406120206
15,628.2284715971534,554.2313762607205,0.16723715453674004,66.65345039948559,-36.33332920161949,0.0,0.30775302938710725,0.0,0.0,19.939215711193402,-2.8383996795167064,0.2835924380030287
16,703.425772769576,561.3776156061194,0.37789667996426557,-14.945827808338851,-28.364423613459223,0.0,-0.15588556231111123,0.0,0.0,32.95219503810559,-2.7447880848943935,0.4942519634305542
17,816.5256168038768,564.3163996399264,-0.20208509755643966,-107.16625988348106,-57.496032889210724,0.0,-0.4611796925190279,0.0,0.0,52.14385256271765,-1.1446509278264796,-0.08572981409015103
18,756.02830530067,592.339004314272,-0.4724822852037379,-21.29201368642095,-81.45281831374186,0.0,-0.3615727136376908,0.0,0.0,75.96800351306102,-0.747676179025584,-0.35612700173744927
