Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	N episodes
693	3873.4858	754.1739	5125.7256	2261.7917	1200.0	353.718	189.1542	514.8292	-102.216385	13880000	6.1035155e-09	477.30734	-0.0032601913	-449.99423	-1.6879464	0.012329018	0.1691	4.0	36694.87616944313	12999
694	2839.5286	1964.8162	4605.377	-625.19275	943.8571	346.3919	196.82481	515.98126	-528.6607	13900000	1.6784668e-08	1904.879	0.0011060745	-1553.7906	-1.685841	0.020136407	0.24275	1.0	36746.710335969925	13021
695	3512.1355	1815.6985	5089.644	-596.1255	1058.1111	366.56656	192.03674	506.7049	-599.96313	13920000	1.525879e-08	1433.4554	-0.010686913	-1194.2848	-1.6809957	0.01462445	0.1619	11.0	36800.482239723206	13040
696	3207.505	1759.8013	4887.6904	-607.42004	1031.6842	340.53958	205.8392	514.03156	-583.2338	13940000	1.9836426e-08	957.6524	-0.015077769	-929.3352	-1.6648136	0.01565934	0.1808	14.0	36855.04887056351	13060
697	3231.9585	1825.066	5276.234	-493.81354	1055.2778	345.0499	206.43561	511.78333	-537.263	13960000	1.449585e-08	1371.0406	-0.008116759	-1338.876	-1.7209394	0.012754584	0.12855	9.0	36907.99991631508	13079
698	3637.4365	1525.0813	5114.621	-470.123	1087.7778	366.5517	189.73654	511.99725	-575.84973	13980000	1.1587143e-08	618.1624	-0.00929319	-571.15106	-1.6924816	0.015816519	0.21225	7.0	36961.12229180336	13098
699	3155.1655	2002.502	5006.3545	-570.7514	1050.1111	339.00403	211.43407	516.03705	-516.0504	14000000	-2.746582e-08	2509.8276	-0.005103257	-2427.2676	-1.6811535	0.019234324	0.2581	2.0	37013.25976896286	13117
700	3380.0396	1800.2102	5424.537	-573.2997	1042.0526	354.35123	206.53107	509.17398	-556.7406	14020000	7.629395e-09	520.8673	-0.008952099	-493.6825	-1.6882226	0.009697165	0.11195	6.0	37066.71796631813	13137
701	3168.31	2106.3079	5217.285	-545.8463	967.85	351.03104	214.75575	509.8578	-613.4645	14040000	3.5476685e-08	1614.9984	-0.008118027	-1511.9774	-1.7021012	0.0149282105	0.2129	8.0	37120.19705533981	13158
702	3671.337	1273.3612	5156.9854	-422.337	1173.8235	341.73465	206.78418	513.7979	-535.9269	14060000	0.0	1696.5764	-0.0045914217	-1662.4299	-1.7081852	0.012737072	0.1523	5.0	37172.99291801453	13176
703	2997.7195	2029.0925	4797.92	-606.8271	985.1	349.83298	196.2973	518.1262	-531.254	14080000	1.8310548e-08	4263.042	-0.015603106	-4168.4385	-1.6984707	0.011384147	0.1298	79.0	37239.861380815506	13197
704	3954.6677	1216.3092	5127.6484	-503.96307	1138.3529	360.01694	199.5647	515.9908	-380.4339	14100000	-3.0517577e-09	6087.8984	-0.014833759	-5707.1704	-1.6722043	0.01373541	0.12765	34.0	37298.53547644615	13215
705	3919.4604	1162.8076	4830.081	-481.4365	1145.2354	369.2214	183.26674	530.0114	-392.37317	14120000	4.577637e-09	764.311	0.009127492	-736.21985	-1.7159172	0.021147003	0.2064	3.0	37350.82024002075	13233
706	3612.4756	1600.3741	5330.519	-542.39307	1087.6111	363.858	191.9938	518.74365	-513.8312	14140000	-2.4414062e-08	1119.681	0.00075661315	-1088.6053	-1.7539406	0.024469664	0.3149	2.0	37402.99242711067	13252
707	3371.0574	1999.9828	4987.3667	-499.61996	1051.6666	361.67972	197.42252	504.67474	-572.48157	14160000	-3.0517577e-09	5762.45	0.002817311	-4719.5723	-1.7279316	0.03882704	0.38255	1.0	37455.24178862572	13271
708	2206.0176	2245.091	4717.4863	-577.6129	850.6087	293.5991	241.57632	515.2837	-682.4	14180000	2.1362304e-08	3707.228	-0.002582112	-3086.9478	-1.7367167	0.017257413	0.2355	1.0	37507.69325995445	13295
709	3686.628	1577.711	5431.413	-499.62808	1094.6666	362.7814	193.9089	513.9559	-631.05145	14200000	7.629395e-09	4377.874	-0.009730888	-3854.8564	-1.7215848	0.0152156055	0.13815	14.0	37561.854261398315	13314
710	3899.5317	1245.1962	4772.4497	-417.33203	1143.0588	370.96228	182.12128	519.44214	-292.43643	14220000	1.0681152e-08	822.8406	-0.017038038	-746.8124	-1.7253879	0.012357245	0.13745	34.0	37620.23578596115	13332
711	3205.2993	1724.025	5037.854	-620.82196	1032.6316	349.6887	191.01733	508.25034	-414.6394	14240000	2.9754638e-08	2417.689	-0.01800359	-2284.9253	-1.7677977	0.013833215	0.1322	37.0	37679.03071022034	13352
712	3464.3035	1781.0674	4737.6494	-510.0404	1098.5555	339.46332	218.13593	506.61365	-636.2207	14260000	-7.629395e-09	2182.8533	-0.012057198	-1791.3264	-1.7645711	0.013917005	0.16405	12.0	37733.2272670269	13371
713	3007.0327	2409.412	5475.37	-574.70795	898.3182	373.5123	196.13858	504.55212	-615.9269	14280000	2.4414062e-08	3927.0308	-0.015288081	-3293.2666	-1.775684	0.015996177	0.123	29.0	37790.801255226135	13394
714	3131.8064	1953.792	4856.778	-600.0	1006.1053	339.06204	216.18561	511.50992	-643.28613	14300000	3.051758e-08	2272.703	-0.0068367203	-1865.6605	-1.7661719	0.012533704	0.1485	7.0	37844.30694770813	13414
715	2835.2202	2167.147	4931.8315	-599.26904	951.0	336.8522	211.69041	508.21548	-571.10706	14320000	1.8310548e-08	2667.601	-0.0029608994	-2079.6235	-1.7589028	0.014336533	0.2071	2.0	37896.38298082352	13436
716	3848.9612	1275.6083	5753.0903	-435.23502	1142.5294	354.08566	203.50113	519.5669	-546.90375	14340000	1.6021728e-08	1060.0284	-0.010264457	-1020.39746	-1.7642523	0.015581937	0.1494	9.0	37950.04336118698	13454
717	2876.5867	2017.7678	5404.7964	-570.1001	983.65	327.3969	215.32701	510.8593	-563.0358	14360000	-3.967285e-08	1300.278	-0.012500604	-1127.8162	-1.767668	0.01609436	0.1776	31.0	38008.57250714302	13475
718	3575.237	1459.4108	4577.072	-453.4136	1105.8889	349.87894	205.48714	518.4683	-496.42328	14380000	-4.577637e-09	816.99194	-0.0042859474	-772.9877	-1.7516277	0.006715617	0.08735	1.0	38061.083470106125	13494
719	2823.6223	2305.7336	5498.81	-513.3182	1015.3158	308.91885	229.11212	511.922	-455.2078	14400000	-1.2207031e-08	3848.7236	0.0005802277	-3768.018	-1.7587817	0.016859962	0.206	1.0	38113.174887657166	13514
720	3421.647	1748.5817	4799.901	-563.4976	1052.0	365.61658	188.19064	526.3088	-503.17624	14420000	1.6784668e-08	1688.0511	0.002705391	-1626.9143	-1.7529848	0.017756507	0.23125	1.0	38165.294699430466	13534
721	2904.3308	2104.6792	5193.0684	-602.60693	974.5	320.99734	233.5114	509.2904	-645.8724	14440000	-2.6702882e-08	4104.6777	-0.00034224204	-3113.6743	-1.7670791	0.02017209	0.27275	3.0	38217.77913546562	13555
722	3475.8066	1819.1443	5407.089	-472.2802	1043.7368	367.3479	194.96617	513.9796	-597.50574	14460000	-1.373291e-08	748.41205	-0.010860342	-703.00604	-1.7505544	0.015338823	0.1946	10.0	38271.26922774315	13575
723	3563.8674	1604.9579	5161.4897	-463.40897	1092.1111	354.99258	201.91672	517.51324	-712.1644	14480000	4.119873e-08	1401.4044	-0.012100569	-1321.8083	-1.7626629	0.012388392	0.16135	16.0	38326.46001005173	13594
724	2604.1392	2081.3254	5214.2617	-534.47754	945.4	316.81436	217.32751	515.74054	-622.28796	14500000	-3.0517577e-09	7332.4634	-0.004296182	-6994.2324	-1.7768756	0.011296869	0.1601	2.0	38378.58368396759	13615
725	3524.8865	1823.1014	5382.8745	-504.95746	1043.1578	342.9795	227.03621	513.903	-632.0403	14520000	-3.2043456e-08	7554.328	-0.0074452497	-7512.733	-1.7835017	0.01130955	0.1318	7.0	38432.28485107422	13635
726	3604.6938	1468.2452	4846.031	-480.49692	1092.9445	367.1117	182.98384	524.5941	-614.6303	14540000	2.1362304e-08	1939.7152	-0.0028742005	-1836.4812	-1.7918086	0.0141677	0.1981	1.0	38484.70787715912	13654
727	3941.0928	1232.2474	5009.8867	-375.9607	1148.3529	372.52835	184.89543	525.1147	-465.19928	14560000	-3.0517577e-09	1535.7444	-0.016035233	-1384.9573	-1.7821287	0.015304905	0.13865	38.0	38543.770632743835	13672
728	3025.919	2008.7507	5393.479	-602.3326	992.6	339.91788	212.2278	523.712	-689.1014	14580000	7.629395e-09	820.96	-0.01308161	-735.1386	-1.7942497	0.01570463	0.17595	9.0	38597.22854876518	13693
729	3441.2263	1550.8269	4898.953	-434.36118	1090.9445	345.61386	204.03368	521.0194	-597.9637	14600000	1.0681152e-08	333.87103	-0.013638984	-302.96964	-1.7617924	0.017265258	0.1995	11.0	38651.05851793289	13712
730	3420.6675	2021.0045	5378.395	-601.4885	994.45	383.91754	179.35063	511.6535	-597.0168	14620000	-2.4414062e-08	3784.0908	-0.0005959862	-2788.9072	-1.8098594	0.016998978	0.2021	2.0	38703.5376830101	13733
731	3482.7979	1795.7026	5338.836	-468.40436	1054.8334	363.50287	200.05725	515.56335	-620.08356	14640000	6.1035155e-09	3244.85	-0.004279724	-2325.4883	-1.8067456	0.01637698	0.2042	2.0	38755.48120689392	13752
732	3036.3606	2080.616	4974.8164	-550.1885	947.2	351.0762	206.3643	519.52545	-579.7808	14660000	0.0	3972.6863	-0.008504431	-3637.4204	-1.7914996	0.015597257	0.14355	12.0	38809.824207782745	13773
733	3112.8818	2099.116	4652.986	-551.5243	948.05	363.56335	205.6024	511.48538	-673.42847	14680000	2.3651124e-08	1653.7175	-0.01045695	-1514.6802	-1.8060498	0.013664246	0.14085	9.0	38863.61230683327	13794
734	3980.4553	1225.9536	5081.37	-502.57608	1140.2941	380.52936	182.21252	518.17114	-568.20386	14700000	-1.525879e-08	981.447	-0.009233019	-915.68134	-1.7850275	0.013892195	0.1851	12.0	38918.12065911293	13812
735	3334.3562	1737.9786	4964.572	-454.45047	1043.1578	354.80713	195.95491	522.0886	-581.09827	14720000	1.5258789e-09	949.327	-0.01417719	-813.04956	-1.8002758	0.01452413	0.15735	13.0	38972.77861213684	13832
736	2904.4714	2076.7908	4831.944	-522.6131	951.35	333.16553	232.872	517.8069	-658.26526	14740000	-1.8310548e-08	2308.4673	-0.0064798617	-2244.6821	-1.7927638	0.010485816	0.10545	8.0	39026.21672511101	13853
737	3963.0818	1238.1587	5313.684	-484.17798	1146.5883	378.28735	177.02069	512.341	-494.86078	14760000	0.0	567.639	-0.012197504	-534.793	-1.7883701	0.013308203	0.12885	10.0	39080.14785313606	13871
738	2862.1711	2154.1357	5115.2686	-603.3645	902.13635	360.921	201.78664	509.9936	-562.63104	14780000	8.392334e-09	641.84753	-0.012541983	-485.0744	-1.8094382	0.016013209	0.16065	13.0	39135.11514210701	13894
739	2601.0225	2088.6692	5240.9263	-558.31464	918.0	316.1978	232.11497	511.56177	-637.7262	14800000	-3.6621095e-08	2869.5051	-0.0109720435	-2765.2146	-1.8235023	0.015849771	0.1973	16.0	39189.96913313866	13916
740	3357.6782	1828.709	4971.732	-600.7162	1043.3158	354.68915	204.8867	525.7149	-642.4983	14820000	-2.2125244e-08	1297.7446	-0.0083343405	-1250.7938	-1.8163332	0.016390353	0.18095	6.0	39243.26153731346	13936
741	3639.6184	1669.8075	5224.503	-557.5095	1090.3889	368.76917	187.59483	518.7409	-568.2421	14840000	6.1035155e-09	1330.7081	-0.018851815	-1269.7148	-1.7949301	0.015182531	0.13335	48.0	39304.537023067474	13955
742	3655.71	1584.6139	5390.359	-460.80472	1094.2222	364.21918	192.9419	510.48074	-601.00464	14860000	-3.0517577e-09	2351.025	-0.01194953	-2044.8452	-1.7997352	0.01384085	0.16315	24.0	39361.159630298615	13974
743	3337.5938	1976.9188	5248.0933	-468.08197	1047.6316	347.64893	213.39244	515.71027	-584.5074	14880000	4.577637e-09	4158.8022	-0.009903206	-3777.3225	-1.8089676	0.01256664	0.14985	13.0	39415.77487182617	13994
744	3517.577	1552.4	5063.76	-524.954	1101.0555	350.0415	201.5707	528.24176	-593.63745	14900000	-7.629395e-09	885.8929	-0.0054078493	-831.65894	-1.8149894	0.015411587	0.1684	6.0	39469.43536090851	14013
745	3609.3318	1832.8813	5087.224	-602.08356	1039.3158	383.5477	183.34607	521.9591	-542.2716	14920000	1.525879e-08	417.49826	-0.00743145	-386.79953	-1.8262285	0.012954162	0.1332	6.0	39523.08976364136	14033
746	4046.574	1199.8752	5055.682	-448.48257	1147.2941	380.41882	181.22023	523.27844	-581.0028	14940000	1.6784668e-08	247.205	0.0024509293	-223.65671	-1.8162289	0.010347195	0.1365	1.0	39575.85586428642	14051
747	3376.8018	1797.6265	5155.2793	-443.7177	1051.0	356.96155	200.1907	519.02655	-516.66064	14960000	4.7302247e-08	617.4755	-0.0013566631	-586.8699	-1.8194121	0.013151389	0.19305	1.0	39628.56928730011	14070
748	3160.5657	1948.5835	5191.349	-484.74423	1000.7368	358.64368	200.02391	517.23535	-553.61475	14980000	-2.4414062e-08	1522.5052	-0.0009285637	-1436.9481	-1.8032802	0.012045354	0.1255	1.0	39681.60852074623	14090
749	3403.5378	1815.9506	5314.185	-605.76416	1036.3684	360.83386	195.35287	520.19165	-621.5857	15000000	1.5258789e-09	784.38715	-0.004166	-741.1528	-1.8252168	0.010606204	0.1333	3.0	39735.04161834717	14110
750	3838.6028	1659.0109	5687.903	-489.43823	1089.1666	378.74454	189.48389	519.64624	-630.94586	15020000	6.408691e-08	474.47916	-0.003658084	-451.06226	-1.8219719	0.015492856	0.2131	2.0	39788.224202394485	14129
751	3863.342	1610.1256	5357.429	-556.5769	1082.5	393.1633	174.26497	511.1724	-556.45795	15040000	2.89917e-08	507.3248	-0.020810815	-447.50513	-1.8212664	0.014422964	0.11625	79.0	39855.9383893013	14148
752	3333.6455	1800.8961	5570.4536	-601.60626	1021.3684	364.1366	190.30867	519.31134	-568.47314	15060000	3.0708314e-08	320.0911	-0.016429463	-274.17224	-1.8292303	0.013198407	0.12725	14.0	39911.44639825821	14168
753	4115.6934	1320.148	5383.39	-603.16724	1129.8823	395.759	167.8174	524.8736	-588.2422	15080000	2.2888184e-08	747.9795	-0.008691644	-704.5941	-1.8392364	0.009524386	0.10585	7.0	39966.31721115112	14186
754	3653.2173	1344.0964	5251.242	-457.40317	1141.2941	355.3799	187.33939	518.0103	-621.75006	15100000	-1.5258789e-09	372.78088	-0.0144131435	-339.70828	-1.8562272	0.014800395	0.15425	14.0	40021.69311380386	14204
755	3979.0098	1217.2303	5167.747	-467.9509	1145.2941	381.9883	179.24039	514.3346	-568.4835	15120000	3.5095216e-08	282.01035	-0.006715695	-257.9226	-1.8508644	0.011708477	0.1366	4.0	40075.31507444382	14222
756	3421.8638	1911.1345	4928.35	-598.1693	1030.3158	369.41504	186.76361	511.59766	-418.6213	15140000	7.629395e-09	1715.2802	-0.0006979431	-1330.1656	-1.8509433	0.019465983	0.27105	1.0	40128.20685458183	14242
757	3522.461	1775.391	5162.7114	-463.39362	1052.421	366.61142	196.37755	509.12027	-554.90936	15160000	-1.5258789e-09	1245.711	-0.00710748	-1177.3508	-1.8299687	0.016665494	0.23935	5.0	40182.38558220863	14262
758	3577.92	1596.6403	5445.4717	-452.2807	1099.7222	355.45386	198.05493	515.9047	-531.23126	15180000	-2.746582e-08	741.02783	-0.0062556793	-706.221	-1.8574088	0.013186081	0.1881	4.0	40235.77166104317	14281
759	3429.7573	1720.9685	4721.026	-463.5058	1049.8948	368.3212	181.40996	516.7328	-481.6974	15200000	-2.0217895e-08	3374.5312	-0.00064663205	-3297.3274	-1.863849	0.015219485	0.21725	1.0	40288.59345984459	14301
760	3202.238	1944.365	5468.8223	-568.7261	991.05	356.83978	207.95802	516.57	-598.71405	15220000	9.155274e-09	807.42755	-0.006845508	-775.31537	-1.8479447	0.016718298	0.19395	9.0	40343.50797533989	14322
761	3848.3198	1190.3722	4994.4565	-186.87314	1152.0	367.0774	183.56566	519.16046	-184.71918	15240000	-3.0517577e-09	1778.571	-0.00011938401	-1710.6538	-1.8373507	0.016635897	0.23325	1.0	40396.33719539642	14340
762	2745.672	2087.0874	5107.688	-512.72754	966.7	321.1173	222.56125	515.4315	-561.55396	15260000	-1.0681152e-08	7056.2993	-0.002896402	-6842.335	-1.8373051	0.014437671	0.1661	2.0	40449.354486227036	14361
763	3980.8147	1208.4331	5036.1035	-360.13266	1141.8235	373.90796	191.90044	521.9391	-655.6432	15280000	3.0517577e-09	5013.7744	-0.0031257141	-4909.9907	-1.8366476	0.008277932	0.10385	2.0	40502.739520549774	14379
764	3837.0908	1602.0704	5238.5703	-497.7161	1091.7778	386.05453	174.62354	516.41956	-544.6389	15300000	3.3569336e-08	584.3209	-0.0031302094	-538.96765	-1.8380507	0.0063828225	0.05965	1.0	40555.62012028694	14398
765	3942.4558	1256.4923	5007.4365	-454.25275	1142.1177	376.09195	179.31966	519.5383	-589.40283	15320000	1.2207031e-08	425.0576	-0.011401634	-398.2066	-1.8359507	0.018221851	0.2198	8.0	40610.75470495224	14416
766	3168.0554	1711.2755	4675.254	-542.40704	1046.1052	338.71616	208.2874	526.2361	-536.74866	15340000	7.6293943e-10	609.9975	-0.0028378866	-573.7144	-1.8302978	0.018743899	0.18575	5.0	40664.510357141495	14436
767	3745.8313	1253.3567	4878.178	-597.8776	1131.3529	363.35696	184.65842	513.668	-306.2348	15360000	9.155274e-09	722.6352	-0.0024869826	-689.79834	-1.8313797	0.016175399	0.15085	3.0	40718.3604927063	14454
768	3290.7336	1952.8951	5197.6885	-576.51965	996.25	365.5895	205.17644	514.929	-638.4644	15380000	0.0	284.3414	-0.012008906	-263.7414	-1.8569257	0.017514933	0.173	15.0	40774.77039599419	14475
769	3451.0188	1605.4814	4942.0127	-499.25653	1087.1666	347.74374	201.40308	516.4904	-617.44	15400000	-4.577637e-09	988.5211	-0.004618794	-945.463	-1.8428346	0.010544004	0.15685	3.0	40828.180330991745	14494
770	4093.499	1338.0826	5370.052	-581.9915	1135.1177	392.9508	173.03392	509.67795	-602.3445	15420000	-1.6784668e-08	190.15652	-0.005222072	-166.92996	-1.8266734	0.012442435	0.1324	4.0	40882.58335804939	14512
771	3470.119	1890.5409	4939.8066	-580.43207	1065.4445	358.75955	203.8632	527.23334	-630.0047	15440000	1.0681152e-08	570.93097	0.004869565	-524.9749	-1.8332171	0.021391425	0.26945	1.0	40935.71272587776	14531
772	4122.639	503.04532	4925.679	3202.8135	1200.0	378.7983	175.50667	517.24066	-51.35341	15460000	3.5095216e-08	187.05482	-0.0023775117	-171.28265	-1.8478802	0.010237795	0.1488	2.0	40989.19836449623	14548
773	3320.6707	1500.3721	4711.279	-520.67395	1090.5	337.7621	200.60207	521.4504	-523.7961	15480000	-6.1035155e-09	653.1659	0.0011210052	-634.0647	-1.8534948	0.012540215	0.20265	3.0	41042.769310474396	14567
774	3554.1458	1508.8352	4968.248	-556.8174	1099.0555	358.40997	193.12537	518.79755	-541.1599	15500000	8.010864e-09	893.557	-3.7683105e-05	-866.6735	-1.8434293	0.015426643	0.21835	1.0	41095.93058514595	14586
775	3512.3584	1497.0917	5076.4062	-477.39938	1140.3529	341.20526	203.56967	520.2708	-617.4834	15520000	-3.1280518e-08	270.57715	-0.009524923	-251.17715	-1.8492832	0.012442054	0.1482	9.0	41150.384388923645	14604
776	3930.8262	1252.2822	5016.299	-538.364	1139.3529	371.07626	186.23988	510.78842	-537.44025	15540000	2.4414062e-08	534.7359	-0.0042153564	-518.84656	-1.8379154	0.010485803	0.15875	1.0	41203.555095911026	14622
777	3891.9167	1567.7703	5548.6504	-385.11237	1098.7222	389.54984	167.73262	524.2659	-382.564	15560000	-1.0681152e-08	1726.427	-0.015639048	-1673.1044	-1.8392537	0.013930072	0.19155	79.0	41272.72900009155	14641
778	3929.5881	1176.0024	4880.105	-427.094	1142.8235	381.90677	175.41467	521.14856	-637.9344	15580000	-1.373291e-08	323.0092	-0.014298254	-303.89313	-1.8926901	0.014780845	0.1726	17.0	41329.180126428604	14659
779	3832.7324	1151.1619	5107.6396	-181.79483	1151.7059	359.40674	189.5355	523.52094	-356.96518	15600000	2.4414062e-08	455.36334	-0.0019376061	-431.90945	-1.8957338	0.011992473	0.18085	1.0	41383.32831406593	14677
780	3816.8142	1215.902	4850.1367	-458.31134	1141.6471	369.689	181.59424	521.17194	-567.6509	15620000	-1.8310548e-08	253.21506	0.001496814	-235.3223	-1.8636812	0.011307988	0.1167	1.0	41436.367661476135	14695
781	3328.7285	2086.058	5483.202	-475.489	1046.1666	342.28107	224.59193	523.7169	-567.12823	15640000	-2.1362304e-08	1365.5712	0.031769246	-1330.7134	-1.8877506	0.0496799	0.37775	1.0	41489.114290714264	14714
782	3982.205	1229.56	4992.2183	-497.45682	1182.625	370.58276	183.86734	513.48944	-434.84357	15660000	2.2125244e-08	266.0651	0.004650061	-237.57578	-1.8811227	0.01774114	0.14615	1.0	41542.42268586159	14731
783	3767.9749	1140.4125	4895.2256	-190.63228	1152.7646	361.5013	186.25458	515.0145	-448.99823	15680000	1.8310548e-08	300.1563	0.0020851349	-282.42166	-1.9085004	0.01897255	0.2564	1.0	41595.69872832298	14749
784	3760.9526	1290.2573	5122.5806	-602.0888	1131.1177	366.6809	182.94594	516.1194	-487.9725	15700000	-4.5776368e-08	297.37894	-0.010445145	-279.17856	-1.8980697	0.011764279	0.1456	7.0	41650.029067993164	14767
785	4191.6553	1073.5984	4855.3413	137.7887	1200.0	377.26065	188.60414	516.8318	-417.58383	15720000	2.2888184e-08	380.9083	0.0068461886	-367.3166	-1.8896258	0.014951799	0.14065	2.0	41703.995072841644	14784
786	3474.6843	1764.2455	5168.913	-503.07953	1045.3684	366.4763	194.87341	516.1332	-628.0988	15740000	-5.340576e-09	1610.6654	0.0053448766	-1540.3574	-1.8980256	0.028717346	0.28875	1.0	41758.2490940094	14804
787	4048.9023	708.76355	5104.532	2305.339	1200.0	365.23785	178.88504	511.04056	-154.71729	15760000	3.051758e-08	318.57898	-0.01169708	-300.74042	-1.877333	0.014384846	0.166	12.0	41814.09707736969	14821
788	4131.248	751.50446	5497.4727	2586.5146	1200.0	377.6164	171.29097	512.95355	-62.50052	15780000	-6.866455e-09	162.53926	-0.008849534	-150.64937	-1.8785819	0.014877257	0.1543	10.0	41869.395940065384	14838
789	3509.5103	1802.8821	5257.9893	-448.72913	1095.1666	346.46405	209.57152	509.24396	-611.95337	15800000	-6.1035155e-09	479.36066	0.00271864	-465.8696	-1.8985485	0.015873792	0.17655	2.0	41922.817123413086	14857
790	4003.9812	1201.2186	5135.9897	-483.7202	1140.5294	383.75354	174.52733	511.71146	-594.5544	15820000	-3.051758e-08	159.67882	0.012422986	-147.22873	-1.8653754	0.02488484	0.15895	1.0	41976.43854689598	14875
791	3770.7734	1168.802	4660.9873	-447.68384	1160.7646	357.5166	189.285	508.19235	-326.78455	15840000	-1.3542175e-08	933.559	-0.0019052846	-912.25275	-1.8751316	0.0149308015	0.2333	2.0	42030.52869820595	14893
792	4087.9214	1191.9812	5200.1846	-362.37653	1146.1765	382.13632	176.9181	512.48926	-502.39542	15860000	0.0	202.60083	-0.018715769	-184.00842	-1.9190867	0.014739734	0.1793	23.0	42088.07644915581	14911
793	3686.8806	1511.2244	5255.9795	-418.6012	1101.1666	373.3919	176.21909	514.8966	-370.17273	15880000	4.4250488e-08	2793.5632	-0.012201209	-1383.9955	-1.8973649	0.017380735	0.1309	42.0	42149.64764022827	14930
794	3864.1116	1274.2274	4939.9663	-556.2697	1139.5294	365.44296	188.83043	515.96295	-536.7032	15900000	-3.0517577e-09	393.44476	-0.014109494	-374.70538	-1.8546699	0.013851852	0.14035	13.0	42205.33176493645	14948
795	3843.919	1635.2996	5222.6113	-599.85126	1102.3889	378.2797	189.01222	515.6407	-579.303	15920000	-2.1362304e-08	1102.2418	-0.0044228896	-1078.4746	-1.8647615	0.016736569	0.1681	3.0	42260.11393022537	14967
796	4151.976	595.49774	5168.4395	3263.2373	1200.0	377.5505	174.61588	516.50037	-111.44298	15940000	-9.155274e-09	207.61269	-0.014064148	-193.40874	-1.8566681	0.015942473	0.1617	23.0	42317.83164405823	14984
797	3710.9219	1582.8026	5310.268	-602.2252	1085.0	375.72156	180.68326	520.74426	-651.7908	15960000	-2.670288e-09	211.20868	-0.0066449754	-188.29219	-1.8966441	0.0092452075	0.1023	3.0	42371.42333507538	15003
798	3453.2786	1515.4391	4948.901	-475.24146	1105.2778	346.5198	202.6544	509.0944	-565.82446	15980000	-6.1035155e-09	515.0505	0.0014154968	-493.13254	-1.876567	0.016887153	0.24685	1.0	42424.797729969025	15022
799	3566.4688	1553.562	5437.109	-565.2081	1094.0555	364.3821	181.0798	522.15814	-347.30457	16000000	5.79834e-08	3908.1316	-0.0019422058	-3761.7734	-1.8775849	0.008880781	0.1246	2.0	42478.3592813015	15041
800	4067.5354	1172.4064	4932.3374	-438.45868	1147.0588	381.67307	178.72192	533.193	-499.7552	16020000	-7.93457e-08	778.0693	-0.007791806	-755.1667	-1.8721312	0.014977048	0.1813	10.0	42533.981811761856	15059
801	3901.911	1261.584	5217.2056	-408.46408	1144.2354	372.67554	176.69014	521.57916	-246.48515	16040000	-7.629395e-09	2419.707	-0.0020413264	-1691.3706	-1.8762679	0.017272519	0.2129	3.0	42588.83863282204	15077
802	4135.1553	672.9761	4992.4165	2276.7542	1200.0	369.7694	184.034	532.37805	-74.43869	16060000	-2.5939942e-08	954.3886	-0.01126624	-909.4334	-1.8763283	0.009017159	0.1124	12.0	42644.61916303635	15094
803	3982.6897	1357.45	5178.2344	-488.21365	1143.6471	378.657	180.40714	514.4556	-531.0636	16080000	2.2888184e-08	316.31235	-0.01158373	-286.14578	-1.8930584	0.015435386	0.16285	13.0	42701.3037211895	15112
804	3951.478	1209.8644	5063.3486	-466.9364	1142.1177	379.9791	176.2311	511.8108	-518.9486	16100000	9.918213e-09	341.93787	-0.008619374	-317.9071	-1.908124	0.010856212	0.10465	5.0	42756.29228210449	15130
805	3652.4822	1895.9238	5577.9897	-462.49545	1052.1111	374.9398	192.0082	527.5658	-478.56656	16120000	9.155274e-09	957.1504	-0.010880747	-896.23663	-1.8949887	0.016596308	0.20725	11.0	42812.14927816391	15149
806	3816.0837	1568.7833	5074.058	-482.42285	1095.7778	378.17596	181.45259	505.2484	-628.953	16140000	-1.8310548e-08	285.3815	-0.009908091	-260.08768	-1.8959967	0.014973187	0.22555	6.0	42866.3131415844	15168
807	4034.2708	1252.7621	5035.635	-484.8013	1146.1765	381.8369	180.81247	518.6761	-570.3992	16160000	5.645752e-08	349.98306	-0.011574541	-330.5604	-1.9019598	0.013414128	0.14495	9.0	42921.46537208557	15186
808	4273.333	452.79095	5159.062	3309.38	1200.0	387.07156	168.93706	515.0187	-64.940315	16180000	-6.1035155e-09	260.85315	-0.009887868	-240.81361	-1.883117	0.014242634	0.1329	10.0	42977.12303066254	15203
809	4270.731	537.7946	5173.9956	3368.9395	1200.0	385.9984	169.73302	520.16907	-103.958984	16200000	-2.2888184e-08	320.90677	-0.012981076	-308.28378	-1.9240949	0.01429142	0.15895	10.0	43033.011036634445	15220
810	4087.0317	1232.2174	5551.381	-422.5102	1143.0588	392.09314	162.34581	520.49054	-54.54151	16220000	-4.8828124e-08	2597.2922	-0.013041943	-931.8988	-1.9390413	0.012362513	0.1208	79.0	43102.06980061531	15238
811	4433.919	538.4412	5150.1	2893.9543	1200.0	401.55096	160.64777	519.31964	-49.16011	16240000	6.1035155e-09	639.76117	-0.014542049	-614.16376	-1.9265838	0.012911051	0.14085	33.0	43162.169981241226	15255
